arm,task,trial,reward,solved,scored,dead,model_calls,reasoning_tokens,completion_tokens,marker_hits
base_qwen38_bf16,terminal-bench/vulnerable-secret,vulnerable-secret__ysiLHCK,1.0,1,1,0,9,4749,6662,41
base_qwen38_bf16,terminal-bench/winning-avg-corewars,winning-avg-corewars__BSYXc3h,0.0,0,1,0,59,47416,74476,1058
base_qwen38_bf16,terminal-bench/winning-avg-corewars,winning-avg-corewars__En4P38W,0.0,0,1,0,52,85261,97521,991
base_qwen38_bf16,terminal-bench/winning-avg-corewars,winning-avg-corewars__KFZfSj9,0.0,0,1,0,46,83955,92933,1007
base_qwen38_bf16,terminal-bench/winning-avg-corewars,winning-avg-corewars__M5XWqNc,0.0,0,1,0,31,92784,104747,1257
base_qwen38_bf16,terminal-bench/winning-avg-corewars,winning-avg-corewars__c2yhxQ4,1.0,1,1,0,16,25168,35716,570
base_qwen38_bf16,terminal-bench/write-compressor,write-compressor__JYUJVCy,0.0,0,1,0,14,109801,119743,1053
base_qwen38_bf16,terminal-bench/write-compressor,write-compressor__XMobqqb,1.0,1,1,0,11,40770,49605,412
base_qwen38_bf16,terminal-bench/write-compressor,write-compressor__XUhUHBP,1.0,1,1,0,8,53686,57715,547
base_qwen38_bf16,terminal-bench/write-compressor,write-compressor__jugJ8vp,0.0,0,1,0,4,114581,122689,702
base_qwen38_bf16,terminal-bench/write-compressor,write-compressor__npjN2wa,0.0,0,1,0,9,105642,116325,742
swift_bf16_adapter,terminal-bench/adaptive-rejection-sampler,adaptive-rejection-sampler__5G3qL6U,0.0,0,1,0,28,65283,87664,328
swift_bf16_adapter,terminal-bench/adaptive-rejection-sampler,adaptive-rejection-sampler__KC6ucag,0.0,0,1,0,9,59965,68550,304
swift_bf16_adapter,terminal-bench/adaptive-rejection-sampler,adaptive-rejection-sampler__bKGowH8,1.0,1,1,0,34,36987,72857,212
swift_bf16_adapter,terminal-bench/adaptive-rejection-sampler,adaptive-rejection-sampler__pm5vfmC,1.0,1,1,0,6,89640,99880,395
swift_bf16_adapter,terminal-bench/adaptive-rejection-sampler,adaptive-rejection-sampler__rvAFVnh,0.0,0,1,0,6,61402,70255,277
swift_bf16_adapter,terminal-bench/bn-fit-modify,bn-fit-modify__6MU8JoR,1.0,1,1,0,11,4285,8299,17
swift_bf16_adapter,terminal-bench/bn-fit-modify,bn-fit-modify__SXF9Dks,1.0,1,1,0,34,13068,23225,61
swift_bf16_adapter,terminal-bench/bn-fit-modify,bn-fit-modify__ZNsr48n,1.0,1,1,0,13,4637,10722,27
swift_bf16_adapter,terminal-bench/bn-fit-modify,bn-fit-modify__divvpJB,1.0,1,1,0,22,5354,14737,19
swift_bf16_adapter,terminal-bench/bn-fit-modify,bn-fit-modify__oJF2ML3,1.0,1,1,0,14,9782,15106,57
swift_bf16_adapter,terminal-bench/break-filter-js-from-html,break-filter-js-from-html__Ex3uvCr,1.0,1,1,0,7,3568,5915,41
swift_bf16_adapter,terminal-bench/break-filter-js-from-html,break-filter-js-from-html__H4NRpTX,1.0,1,1,0,16,18189,22497,175
swift_bf16_adapter,terminal-bench/break-filter-js-from-html,break-filter-js-from-html__s3tj9z6,1.0,1,1,0,18,17691,22668,162
swift_bf16_adapter,terminal-bench/break-filter-js-from-html,break-filter-js-from-html__sbQhhtv,1.0,1,1,0,10,12613,14952,132
swift_bf16_adapter,terminal-bench/break-filter-js-from-html,break-filter-js-from-html__t9mkTcq,1.0,1,1,0,10,21003,23686,176
swift_bf16_adapter,terminal-bench/build-cython-ext,build-cython-ext__bLsze3L,1.0,1,1,0,47,21881,36888,135
swift_bf16_adapter,terminal-bench/build-cython-ext,build-cython-ext__dgdaBqN,1.0,1,1,0,39,5458,16167,35
swift_bf16_adapter,terminal-bench/build-cython-ext,build-cython-ext__gLfGVCB,1.0,1,1,0,55,27073,45825,194
swift_bf16_adapter,terminal-bench/build-cython-ext,build-cython-ext__xwJH6qa,1.0,1,1,0,45,16280,28417,108
swift_bf16_adapter,terminal-bench/build-cython-ext,build-cython-ext__ysHoGvQ,0.0,0,1,0,38,4445,15270,41
swift_bf16_adapter,terminal-bench/build-pmars,build-pmars__9zfopYM,0.0,0,1,0,19,2444,7066,11
swift_bf16_adapter,terminal-bench/build-pmars,build-pmars__DuQ9Luw,1.0,1,1,0,14,3749,7401,20
swift_bf16_adapter,terminal-bench/build-pmars,build-pmars__JVL3xuu,1.0,1,1,0,20,2417,5866,14
swift_bf16_adapter,terminal-bench/build-pmars,build-pmars__NtaaZq6,1.0,1,1,0,14,1897,5527,4
swift_bf16_adapter,terminal-bench/build-pmars,build-pmars__mDxL2Jj,1.0,1,1,0,18,2299,5791,9
swift_bf16_adapter,terminal-bench/build-pov-ray,build-pov-ray__CwDmhFJ,1.0,1,1,0,47,9466,22786,105
swift_bf16_adapter,terminal-bench/build-pov-ray,build-pov-ray__RzQBV55,1.0,1,1,0,57,17367,39540,163
swift_bf16_adapter,terminal-bench/build-pov-ray,build-pov-ray__ULZmrph,1.0,1,1,0,61,11087,26457,147
swift_bf16_adapter,terminal-bench/build-pov-ray,build-pov-ray__qVPqiCy,0.0,0,1,0,95,26232,49797,312
swift_bf16_adapter,terminal-bench/build-pov-ray,build-pov-ray__xqPfcvH,1.0,1,1,0,60,11499,25832,148
swift_bf16_adapter,terminal-bench/caffe-cifar-10,caffe-cifar-10__CPVb9to,1.0,1,1,0,80,23342,37978,132
swift_bf16_adapter,terminal-bench/caffe-cifar-10,caffe-cifar-10__KPvNj8w,1.0,1,1,0,86,53374,75002,482
swift_bf16_adapter,terminal-bench/caffe-cifar-10,caffe-cifar-10__VPhsw7D,0.0,0,1,0,117,16640,34820,195
swift_bf16_adapter,terminal-bench/caffe-cifar-10,caffe-cifar-10__e5kMqjj,1.0,1,1,0,86,49079,72519,429
swift_bf16_adapter,terminal-bench/caffe-cifar-10,caffe-cifar-10__gW3rpzS,0.0,0,1,0,137,46011,69392,344
swift_bf16_adapter,terminal-bench/cancel-async-tasks,cancel-async-tasks__3sgbjDq,0.0,0,1,0,4,29983,34870,103
swift_bf16_adapter,terminal-bench/cancel-async-tasks,cancel-async-tasks__N9GMGpg,0.0,0,1,0,5,3148,6000,40
swift_bf16_adapter,terminal-bench/cancel-async-tasks,cancel-async-tasks__Zi8TKLP,0.0,0,1,0,4,3626,5426,30
swift_bf16_adapter,terminal-bench/cancel-async-tasks,cancel-async-tasks__gnqLt43,0.0,0,1,0,5,11815,15199,101
swift_bf16_adapter,terminal-bench/cancel-async-tasks,cancel-async-tasks__vYxUF2N,1.0,1,1,0,2,34831,36317,254
swift_bf16_adapter,terminal-bench/chess-best-move,chess-best-move__4TUp4LM,1.0,1,1,0,56,29472,51086,330
swift_bf16_adapter,terminal-bench/chess-best-move,chess-best-move__LY7QqUk,1.0,1,1,0,25,35439,46357,204
swift_bf16_adapter,terminal-bench/chess-best-move,chess-best-move__cRfJhiz,0.0,0,1,0,24,30421,47301,202
swift_bf16_adapter,terminal-bench/chess-best-move,chess-best-move__mmEfLBK,0.0,0,1,0,34,18406,28014,118
swift_bf16_adapter,terminal-bench/chess-best-move,chess-best-move__ofPQtdM,1.0,1,1,0,65,57321,88607,384
swift_bf16_adapter,terminal-bench/circuit-fibsqrt,circuit-fibsqrt__2T4Vp2a,0.0,0,1,0,16,84365,105906,237
swift_bf16_adapter,terminal-bench/circuit-fibsqrt,circuit-fibsqrt__YzB9GLa,1.0,1,1,0,26,79814,95622,238
swift_bf16_adapter,terminal-bench/circuit-fibsqrt,circuit-fibsqrt__Z2fH6ZH,0.0,0,1,0,26,68080,98805,235
swift_bf16_adapter,terminal-bench/circuit-fibsqrt,circuit-fibsqrt__cBWUuq6,0.0,0,1,0,19,76561,100736,262
swift_bf16_adapter,terminal-bench/circuit-fibsqrt,circuit-fibsqrt__cRXikp4,0.0,0,1,0,43,139092,185157,559
swift_bf16_adapter,terminal-bench/cobol-modernization,cobol-modernization__2hBYQ6N,1.0,1,1,0,21,30917,48946,213
swift_bf16_adapter,terminal-bench/cobol-modernization,cobol-modernization__g4ncupK,1.0,1,1,0,32,67425,90217,406
swift_bf16_adapter,terminal-bench/cobol-modernization,cobol-modernization__gXKH5PN,1.0,1,1,0,33,42132,65430,356
swift_bf16_adapter,terminal-bench/cobol-modernization,cobol-modernization__hM35gTo,1.0,1,1,0,12,22863,29055,100
swift_bf16_adapter,terminal-bench/cobol-modernization,cobol-modernization__i9JPpSZ,1.0,1,1,0,17,36842,47844,273
swift_bf16_adapter,terminal-bench/code-from-image,code-from-image__FWRkdTD,1.0,1,1,0,12,3225,6821,21
swift_bf16_adapter,terminal-bench/code-from-image,code-from-image__VemPudz,1.0,1,1,0,8,2970,4915,43
swift_bf16_adapter,terminal-bench/code-from-image,code-from-image__X8ftjZR,1.0,1,1,0,26,8512,19146,110
swift_bf16_adapter,terminal-bench/code-from-image,code-from-image__hptaHWi,1.0,1,1,0,19,6171,13563,92
swift_bf16_adapter,terminal-bench/code-from-image,code-from-image__t4AbCtF,1.0,1,1,0,11,5648,9950,68
swift_bf16_adapter,terminal-bench/compile-compcert,compile-compcert__Bfaq52C,1.0,1,1,0,86,21706,39308,185
swift_bf16_adapter,terminal-bench/compile-compcert,compile-compcert__GX3fyar,1.0,1,1,0,82,20779,37687,310
swift_bf16_adapter,terminal-bench/compile-compcert,compile-compcert__Lcf2hAM,1.0,1,1,0,74,7466,18770,104
swift_bf16_adapter,terminal-bench/compile-compcert,compile-compcert__mr5QYvD,1.0,1,1,0,180,42095,68107,397
swift_bf16_adapter,terminal-bench/compile-compcert,compile-compcert__vAEzysQ,1.0,1,1,0,94,31956,48737,237
swift_bf16_adapter,terminal-bench/configure-git-webserver,configure-git-webserver__3HqVoXF,0.0,0,1,0,10,3842,6429,29
swift_bf16_adapter,terminal-bench/configure-git-webserver,configure-git-webserver__7Ze4cyu,1.0,1,1,0,10,1597,4529,13
swift_bf16_adapter,terminal-bench/configure-git-webserver,configure-git-webserver__FaU42S9,1.0,1,1,0,7,14462,17379,144
swift_bf16_adapter,terminal-bench/configure-git-webserver,configure-git-webserver__eEpzMDa,1.0,1,1,0,12,6546,10103,41
swift_bf16_adapter,terminal-bench/configure-git-webserver,configure-git-webserver__qprX2RU,0.0,0,1,0,14,8068,12896,79
swift_bf16_adapter,terminal-bench/constraints-scheduling,constraints-scheduling__8n3Z4ub,1.0,1,1,0,4,3310,5476,15
swift_bf16_adapter,terminal-bench/constraints-scheduling,constraints-scheduling__S3NMCqY,1.0,1,1,0,9,8715,14653,74
swift_bf16_adapter,terminal-bench/constraints-scheduling,constraints-scheduling__Vrf8gGk,1.0,1,1,0,6,3477,7608,24
swift_bf16_adapter,terminal-bench/constraints-scheduling,constraints-scheduling__dyRQdMv,1.0,1,1,0,4,1960,3616,7
swift_bf16_adapter,terminal-bench/constraints-scheduling,constraints-scheduling__mJWSgGS,1.0,1,1,0,3,17118,19022,110
swift_bf16_adapter,terminal-bench/count-dataset-tokens,count-dataset-tokens__2Qei5Wo,0.0,0,1,0,23,10671,18272,97
swift_bf16_adapter,terminal-bench/count-dataset-tokens,count-dataset-tokens__2scwxz9,1.0,1,1,0,21,5891,11480,35
swift_bf16_adapter,terminal-bench/count-dataset-tokens,count-dataset-tokens__bRTYhdn,1.0,1,1,0,11,2191,5136,18
swift_bf16_adapter,terminal-bench/count-dataset-tokens,count-dataset-tokens__gho93cf,1.0,1,1,0,13,3399,7406,26
swift_bf16_adapter,terminal-bench/count-dataset-tokens,count-dataset-tokens__n5DkzXg,0.0,0,1,0,11,1720,4029,21
swift_bf16_adapter,terminal-bench/crack-7z-hash,crack-7z-hash__4SdPqqB,0.0,0,1,0,63,52866,86031,268
swift_bf16_adapter,terminal-bench/crack-7z-hash,crack-7z-hash__RftvW4G,1.0,1,1,0,37,20064,28472,245
swift_bf16_adapter,terminal-bench/crack-7z-hash,crack-7z-hash__Sq4T2cR,1.0,1,1,0,31,19862,25309,137
swift_bf16_adapter,terminal-bench/crack-7z-hash,crack-7z-hash__n9FszsV,1.0,1,1,0,18,7952,12137,87
swift_bf16_adapter,terminal-bench/crack-7z-hash,crack-7z-hash__omCbH3C,1.0,1,1,0,17,970,3439,14
swift_bf16_adapter,terminal-bench/custom-memory-heap-crash,custom-memory-heap-crash__7GaJGt7,1.0,1,1,0,27,9999,20287,173
swift_bf16_adapter,terminal-bench/custom-memory-heap-crash,custom-memory-heap-crash__7z7aDcX,1.0,1,1,0,39,21138,32854,271
swift_bf16_adapter,terminal-bench/custom-memory-heap-crash,custom-memory-heap-crash__FSEJcpu,1.0,1,1,0,17,9774,14617,86
swift_bf16_adapter,terminal-bench/custom-memory-heap-crash,custom-memory-heap-crash__XvmRtkH,1.0,1,1,0,16,10838,17495,155
swift_bf16_adapter,terminal-bench/custom-memory-heap-crash,custom-memory-heap-crash__wLtraeJ,1.0,1,1,0,19,13349,20932,181
swift_bf16_adapter,terminal-bench/db-wal-recovery,db-wal-recovery__GSeq5Bx,1.0,1,1,0,7,1400,3213,5
swift_bf16_adapter,terminal-bench/db-wal-recovery,db-wal-recovery__NbZ4DZQ,0.0,0,1,0,40,21654,29466,377
swift_bf16_adapter,terminal-bench/db-wal-recovery,db-wal-recovery__mgiwHpv,1.0,1,1,0,8,3476,6003,13
swift_bf16_adapter,terminal-bench/db-wal-recovery,db-wal-recovery__x5gHy3n,1.0,1,1,0,7,986,2520,4
swift_bf16_adapter,terminal-bench/db-wal-recovery,db-wal-recovery__yLwaykA,0.0,0,1,0,24,20042,27220,284
swift_bf16_adapter,terminal-bench/distribution-search,distribution-search__3RyhrrX,1.0,1,1,0,6,47083,51310,104
swift_bf16_adapter,terminal-bench/distribution-search,distribution-search__hHTQNuv,1.0,1,1,0,5,16132,20650,36
swift_bf16_adapter,terminal-bench/distribution-search,distribution-search__tpVFbVE,1.0,1,1,0,5,24844,29180,65
swift_bf16_adapter,terminal-bench/distribution-search,distribution-search__wHU7vn9,1.0,1,1,0,7,14665,21268,39
swift_bf16_adapter,terminal-bench/distribution-search,distribution-search__ywEGM5o,1.0,1,1,0,5,10608,14645,41
swift_bf16_adapter,terminal-bench/dna-assembly,dna-assembly__9ZwGP7X,0.0,0,1,0,22,94515,107930,231
swift_bf16_adapter,terminal-bench/dna-assembly,dna-assembly__NoRUZjN,0.0,0,1,0,17,105226,118040,235
swift_bf16_adapter,terminal-bench/dna-assembly,dna-assembly__TpTrh3y,0.0,0,1,0,27,76987,102522,186
swift_bf16_adapter,terminal-bench/dna-assembly,dna-assembly__pxMweGJ,0.0,0,1,0,29,96542,110692,325
swift_bf16_adapter,terminal-bench/dna-assembly,dna-assembly__ukUoGtX,0.0,0,1,0,22,55715,78723,149
swift_bf16_adapter,terminal-bench/dna-insert,dna-insert__2NBNQxF,0.0,0,1,0,16,12016,17606,49
swift_bf16_adapter,terminal-bench/dna-insert,dna-insert__GPNrqN5,0.0,0,1,0,15,5719,14843,13
swift_bf16_adapter,terminal-bench/dna-insert,dna-insert__HRc8p3S,0.0,0,1,0,9,6666,12154,16
swift_bf16_adapter,terminal-bench/dna-insert,dna-insert__QQPYAZn,0.0,0,1,0,11,4423,10532,3
swift_bf16_adapter,terminal-bench/dna-insert,dna-insert__TFcXAJz,1.0,1,1,0,16,22810,31205,161
swift_bf16_adapter,terminal-bench/extract-elf,extract-elf__2jn9Peh,1.0,1,1,0,10,12471,16349,63
swift_bf16_adapter,terminal-bench/extract-elf,extract-elf__2uauhek,1.0,1,1,0,12,30033,36570,195
swift_bf16_adapter,terminal-bench/extract-elf,extract-elf__9MXgYX4,0.0,0,1,0,10,18597,23142,90
swift_bf16_adapter,terminal-bench/extract-elf,extract-elf__QtiMGFx,1.0,1,1,0,8,17195,21424,170
swift_bf16_adapter,terminal-bench/extract-elf,extract-elf__yeTWg5m,0.0,0,1,0,8,13827,15973,98
swift_bf16_adapter,terminal-bench/extract-moves-from-video,extract-moves-from-video__72FfDze,,0,0,0,191,40641,65458,501
swift_bf16_adapter,terminal-bench/extract-moves-from-video,extract-moves-from-video__TyVKq4i,0.0,0,1,0,104,67372,90938,749
swift_bf16_adapter,terminal-bench/extract-moves-from-video,extract-moves-from-video__c2NExZj,0.0,0,1,0,135,37025,68554,427
swift_bf16_adapter,terminal-bench/extract-moves-from-video,extract-moves-from-video__fYT8cVz,0.0,0,1,0,133,39257,68147,336
swift_bf16_adapter,terminal-bench/extract-moves-from-video,extract-moves-from-video__rvdM3B6,0.0,0,1,0,95,40749,73832,409
swift_bf16_adapter,terminal-bench/feal-differential-cryptanalysis,feal-differential-cryptanalysis__7KDV8Cg,1.0,1,1,0,14,34481,44454,121
swift_bf16_adapter,terminal-bench/feal-differential-cryptanalysis,feal-differential-cryptanalysis__YXVBEeq,0.0,0,1,0,25,83624,106390,262
swift_bf16_adapter,terminal-bench/feal-differential-cryptanalysis,feal-differential-cryptanalysis__Ypq4Suy,0.0,0,1,0,12,114115,121661,501
swift_bf16_adapter,terminal-bench/feal-differential-cryptanalysis,feal-differential-cryptanalysis__bZ8bwCM,1.0,1,1,0,10,22734,29072,95
swift_bf16_adapter,terminal-bench/feal-differential-cryptanalysis,feal-differential-cryptanalysis__eKDgxJs,0.0,0,1,0,8,31295,35544,168
swift_bf16_adapter,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__2FmcVqe,1.0,1,1,0,10,12225,17141,28
swift_bf16_adapter,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__Fq8skto,1.0,1,1,0,6,22902,27303,99
swift_bf16_adapter,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__MduDNnq,1.0,1,1,0,33,36279,52373,296
swift_bf16_adapter,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__qaSyZeQ,1.0,1,1,0,7,30968,35451,75
swift_bf16_adapter,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__ySsE7bg,1.0,1,1,0,27,30096,66136,159
swift_bf16_adapter,terminal-bench/filter-js-from-html,filter-js-from-html__NrJcqwY,0.0,0,1,0,5,7516,10784,55
swift_bf16_adapter,terminal-bench/filter-js-from-html,filter-js-from-html__PHHu5ec,0.0,0,1,0,3,62844,66362,352
swift_bf16_adapter,terminal-bench/filter-js-from-html,filter-js-from-html__PN6yzPE,0.0,0,1,0,6,10855,14826,78
swift_bf16_adapter,terminal-bench/filter-js-from-html,filter-js-from-html__asWCMhv,0.0,0,1,0,41,32730,53053,201
swift_bf16_adapter,terminal-bench/filter-js-from-html,filter-js-from-html__ifcv2Xf,,0,0,0,8,64367,74026,379
swift_bf16_adapter,terminal-bench/financial-document-processor,financial-document-processor__49UJcM5,1.0,1,1,0,21,9834,17527,54
swift_bf16_adapter,terminal-bench/financial-document-processor,financial-document-processor__93Li4T5,1.0,1,1,0,14,8332,13104,48
swift_bf16_adapter,terminal-bench/financial-document-processor,financial-document-processor__Aamcn52,1.0,1,1,0,12,22953,29665,182
swift_bf16_adapter,terminal-bench/financial-document-processor,financial-document-processor__LR6YjYH,1.0,1,1,0,15,6911,11166,44
swift_bf16_adapter,terminal-bench/financial-document-processor,financial-document-processor__gbq4Bfy,1.0,1,1,0,11,12410,16003,51
swift_bf16_adapter,terminal-bench/fix-code-vulnerability,fix-code-vulnerability__7mFhCej,1.0,1,1,0,6,2068,3312,37
swift_bf16_adapter,terminal-bench/fix-code-vulnerability,fix-code-vulnerability__Q4QBdxr,1.0,1,1,0,21,3955,9565,34
swift_bf16_adapter,terminal-bench/fix-code-vulnerability,fix-code-vulnerability__iwFvY4G,1.0,1,1,0,7,1157,2559,21
swift_bf16_adapter,terminal-bench/fix-code-vulnerability,fix-code-vulnerability__jx9DyRC,1.0,1,1,0,8,941,2614,10
swift_bf16_adapter,terminal-bench/fix-code-vulnerability,fix-code-vulnerability__rjhxLdX,1.0,1,1,0,19,3871,7667,21
swift_bf16_adapter,terminal-bench/fix-git,fix-git__42Dmfyn,1.0,1,1,0,10,3362,6190,16
swift_bf16_adapter,terminal-bench/fix-git,fix-git__fTiU2W2,1.0,1,1,0,7,2130,3803,26
swift_bf16_adapter,terminal-bench/fix-git,fix-git__tjfnMmq,1.0,1,1,0,10,3691,6452,52
swift_bf16_adapter,terminal-bench/fix-git,fix-git__xVgn5qA,1.0,1,1,0,8,2258,4470,33
swift_bf16_adapter,terminal-bench/fix-git,fix-git__zJ6ZpHr,1.0,1,1,0,15,6613,11429,31
swift_bf16_adapter,terminal-bench/fix-ocaml-gc,fix-ocaml-gc__93xuZZS,1.0,1,1,0,25,11004,15741,107
swift_bf16_adapter,terminal-bench/fix-ocaml-gc,fix-ocaml-gc__D7NtipW,1.0,1,1,0,76,16909,29830,131
swift_bf16_adapter,terminal-bench/fix-ocaml-gc,fix-ocaml-gc__E85suB4,1.0,1,1,0,26,9553,13559,56
swift_bf16_adapter,terminal-bench/fix-ocaml-gc,fix-ocaml-gc__Qc5iGMb,1.0,1,1,0,75,36026,51017,267
swift_bf16_adapter,terminal-bench/fix-ocaml-gc,fix-ocaml-gc__jRn36xA,1.0,1,1,0,31,14497,21145,138
swift_bf16_adapter,terminal-bench/gcode-to-text,gcode-to-text__R6GzeiV,0.0,0,1,0,61,44093,81454,212
swift_bf16_adapter,terminal-bench/gcode-to-text,gcode-to-text__SyyP2mY,0.0,0,1,0,56,28354,66667,364
swift_bf16_adapter,terminal-bench/gcode-to-text,gcode-to-text__dd5HA8w,0.0,0,1,0,73,41651,79097,547
swift_bf16_adapter,terminal-bench/gcode-to-text,gcode-to-text__fBSVFkH,0.0,0,1,0,52,48140,72913,272
swift_bf16_adapter,terminal-bench/gcode-to-text,gcode-to-text__iW8URmC,0.0,0,1,0,60,51266,85225,257
swift_bf16_adapter,terminal-bench/git-leak-recovery,git-leak-recovery__9AXg5yR,1.0,1,1,0,6,2729,5361,30
swift_bf16_adapter,terminal-bench/git-leak-recovery,git-leak-recovery__JK3XWQc,1.0,1,1,0,4,3103,4333,33
swift_bf16_adapter,terminal-bench/git-leak-recovery,git-leak-recovery__KEWgGEp,1.0,1,1,0,7,6746,9004,63
swift_bf16_adapter,terminal-bench/git-leak-recovery,git-leak-recovery__NMv4sT9,1.0,1,1,0,8,3093,5465,17
swift_bf16_adapter,terminal-bench/git-leak-recovery,git-leak-recovery__xRRZWyn,1.0,1,1,0,5,3236,4891,25
swift_bf16_adapter,terminal-bench/git-multibranch,git-multibranch__5cvxMuH,1.0,1,1,0,11,5691,10237,46
swift_bf16_adapter,terminal-bench/git-multibranch,git-multibranch__PneybyR,1.0,1,1,0,9,9347,12794,68
swift_bf16_adapter,terminal-bench/git-multibranch,git-multibranch__UygxnWR,1.0,1,1,0,11,1948,5490,16
swift_bf16_adapter,terminal-bench/git-multibranch,git-multibranch__gx7V3L9,1.0,1,1,0,10,1403,4932,1
swift_bf16_adapter,terminal-bench/git-multibranch,git-multibranch__njYb2Qg,1.0,1,1,0,6,43905,47362,246
swift_bf16_adapter,terminal-bench/gpt2-codegolf,gpt2-codegolf__KKiisNe,0.0,0,1,0,25,61517,93371,362
swift_bf16_adapter,terminal-bench/gpt2-codegolf,gpt2-codegolf__ewkJSXG,0.0,0,1,0,14,101127,114915,406
swift_bf16_adapter,terminal-bench/gpt2-codegolf,gpt2-codegolf__i6ijaKg,0.0,0,1,0,25,91383,107739,497
swift_bf16_adapter,terminal-bench/gpt2-codegolf,gpt2-codegolf__k4Y68ym,0.0,0,1,0,18,108761,117821,509
swift_bf16_adapter,terminal-bench/gpt2-codegolf,gpt2-codegolf__rCwvQ3V,0.0,0,1,0,56,164678,203560,816
swift_bf16_adapter,terminal-bench/headless-terminal,headless-terminal__PHkBAcp,1.0,1,1,0,12,26920,41308,213
swift_bf16_adapter,terminal-bench/headless-terminal,headless-terminal__TLcaDPR,1.0,1,1,0,16,12335,18387,140
swift_bf16_adapter,terminal-bench/headless-terminal,headless-terminal__WxxgXox,1.0,1,1,0,16,17562,28960,238
swift_bf16_adapter,terminal-bench/headless-terminal,headless-terminal__symzgxK,1.0,1,1,0,14,12658,20389,177
swift_bf16_adapter,terminal-bench/headless-terminal,headless-terminal__wayVZkV,1.0,1,1,0,13,11279,17773,155
swift_bf16_adapter,terminal-bench/hf-model-inference,hf-model-inference__AgFRSeW,1.0,1,1,0,10,1864,5826,18
swift_bf16_adapter,terminal-bench/hf-model-inference,hf-model-inference__PtNJus5,1.0,1,1,0,11,843,4007,13
swift_bf16_adapter,terminal-bench/hf-model-inference,hf-model-inference__XZyHgpu,1.0,1,1,0,8,1111,3448,14
swift_bf16_adapter,terminal-bench/hf-model-inference,hf-model-inference__ivEqMhj,1.0,1,1,0,16,2164,6216,30
swift_bf16_adapter,terminal-bench/hf-model-inference,hf-model-inference__t2taCKS,1.0,1,1,0,16,2404,6811,23
swift_bf16_adapter,terminal-bench/install-windows-3.11,install-windows-3.11__CVRsKVg,0.0,0,1,0,71,39723,68653,398
swift_bf16_adapter,terminal-bench/install-windows-3.11,install-windows-3.11__Dk9nUyn,0.0,0,1,0,83,46522,71494,477
swift_bf16_adapter,terminal-bench/install-windows-3.11,install-windows-3.11__JUaJHbb,0.0,0,1,0,105,28628,69612,417
swift_bf16_adapter,terminal-bench/install-windows-3.11,install-windows-3.11__aa3YmmX,0.0,0,1,0,40,26437,42217,228
swift_bf16_adapter,terminal-bench/install-windows-3.11,install-windows-3.11__k7B5Bat,0.0,0,1,0,47,20289,39113,266
swift_bf16_adapter,terminal-bench/kv-store-grpc,kv-store-grpc__5cNaX2L,1.0,1,1,0,8,971,2992,1
swift_bf16_adapter,terminal-bench/kv-store-grpc,kv-store-grpc__Gjy4DKj,1.0,1,1,0,11,2030,4685,16
swift_bf16_adapter,terminal-bench/kv-store-grpc,kv-store-grpc__HYUFo6e,1.0,1,1,0,10,1666,4184,10
swift_bf16_adapter,terminal-bench/kv-store-grpc,kv-store-grpc__KCWfcNf,1.0,1,1,0,7,1123,3203,2
swift_bf16_adapter,terminal-bench/kv-store-grpc,kv-store-grpc__bBX8nhx,1.0,1,1,0,8,900,2914,4
swift_bf16_adapter,terminal-bench/large-scale-text-editing,large-scale-text-editing__2Ezww4K,1.0,1,1,0,12,16260,19985,111
swift_bf16_adapter,terminal-bench/large-scale-text-editing,large-scale-text-editing__M7wauPc,1.0,1,1,0,8,9305,11819,80
swift_bf16_adapter,terminal-bench/large-scale-text-editing,large-scale-text-editing__eRAGcLe,1.0,1,1,0,8,5892,7709,30
swift_bf16_adapter,terminal-bench/large-scale-text-editing,large-scale-text-editing__i4D6xvd,1.0,1,1,0,9,7626,9550,35
swift_bf16_adapter,terminal-bench/large-scale-text-editing,large-scale-text-editing__wszKibU,1.0,1,1,0,7,5506,7383,41
swift_bf16_adapter,terminal-bench/largest-eigenval,largest-eigenval__CBweSmP,1.0,1,1,0,44,42054,76330,220
swift_bf16_adapter,terminal-bench/largest-eigenval,largest-eigenval__ZkM4SUk,1.0,1,1,0,42,60815,87039,501
swift_bf16_adapter,terminal-bench/largest-eigenval,largest-eigenval__okuBXAq,1.0,1,1,0,20,12483,23006,67
swift_bf16_adapter,terminal-bench/largest-eigenval,largest-eigenval__xaGhdgh,1.0,1,1,0,16,19359,29860,158
swift_bf16_adapter,terminal-bench/largest-eigenval,largest-eigenval__z73oi5L,0.0,0,1,0,20,67142,90398,261
swift_bf16_adapter,terminal-bench/llm-inference-batching-scheduler,llm-inference-batching-scheduler__fJBDY32,1.0,1,1,0,22,42580,64242,129
swift_bf16_adapter,terminal-bench/llm-inference-batching-scheduler,llm-inference-batching-scheduler__fu79qQK,1.0,1,1,0,22,33068,51331,176
swift_bf16_adapter,terminal-bench/llm-inference-batching-scheduler,llm-inference-batching-scheduler__h46c4Dm,1.0,1,1,0,11,21917,32283,57
